net,length_um
_15926_,9.02µm
_15991_,9.02µm
_19937_,9.02µm
_20860_,9.02µm
pq_enq_id_r\[1\],9.02µm
u_ctrl.u_task_table.abs_deadline_mem\[14\]\[2\],9.02µm
u_ctrl.u_task_table.abs_deadline_mem\[2\]\[15\],9.02µm
u_ctrl.u_task_table.deadline_mem\[13\]\[4\],9.02µm
u_ctrl.u_task_table.status_mem\[3\]\[0\],9.02µm
u_sq.cnt_mem\[5\]\[5\],9.02µm
_00876_,9µm
_03643_,9µm
_04378_,9µm
_05996_,9µm
_08976_,9µm
_09727_,9µm
_11333_,9µm
_11785_,9µm
_11931_,9µm
_18823_,9µm
_18833_,9µm
_19512_,9µm
u_ctrl.u_task_table.period_mem\[13\]\[13\],9µm
u_ctrl.u_task_table.priority_mem\[0\]\[2\],9µm
u_ctrl.u_task_table.wcet_mem\[5\]\[0\],9µm
_13754_,8.995µm
u_ctrl.u_task_table.abs_deadline_mem\[12\]\[12\],8.995µm
u_ctrl.u_task_table.priority_mem\[1\]\[2\],8.995µm
_01682_,8.985µm
_00245_,8.98µm
_00246_,8.98µm
_00291_,8.98µm
_01302_,8.98µm
_02484_,8.98µm
_05295_,8.98µm
_05763_,8.98µm
_08914_,8.98µm
_10843_,8.98µm
_11388_,8.98µm
_11434_,8.98µm
_12971_,8.98µm
_13066_,8.98µm
_13162_,8.98µm
_13447_,8.98µm
_15022_,8.98µm
_20149_,8.98µm
u_ctrl.u_task_table.remaining_wcet_mem\[2\]\[7\],8.98µm
u_ctrl.u_task_table.remaining_wcet_mem\[8\]\[4\],8.98µm
u_ctrl.u_task_table.wcet_mem\[3\]\[11\],8.98µm
_04962_,8.96µm
_08268_,8.96µm
_10262_,8.96µm
_10292_,8.96µm
_10383_,8.96µm
_10463_,8.96µm
_10982_,8.96µm
_12173_,8.96µm
_12357_,8.96µm
_12361_,8.96µm
_14597_,8.96µm
_16768_,8.96µm
_17865_,8.96µm
_18424_,8.96µm
_18538_,8.96µm
_18803_,8.96µm
_19470_,8.96µm
_19715_,8.96µm
u_sq.cnt_mem\[3\]\[25\],8.96µm
_17529_,8.95µm
u_ctrl.u_task_table.priority_mem\[2\]\[0\],8.945µm
_03019_,8.94µm
_05105_,8.94µm
_06915_,8.94µm
_07047_,8.94µm
_07531_,8.94µm
_08412_,8.94µm
_08651_,8.94µm
_08917_,8.94µm
_09507_,8.94µm
_09752_,8.94µm
_11303_,8.94µm
_16091_,8.94µm
_17315_,8.94µm
_17806_,8.94µm
u_ctrl.u_task_table.deadline_mem\[6\]\[13\],8.94µm
u_scan.scan_reg\[134\],8.94µm
u_scan.scan_reg\[239\],8.94µm
_03404_,8.935µm
net1798,8.93µm
u_ctrl.u_task_table.abs_deadline_mem\[5\]\[5\],8.925µm
u_ctrl.u_task_table.abs_deadline_mem\[8\]\[10\],8.925µm
u_ctrl.u_task_table.deadline_mem\[7\]\[7\],8.925µm
_02682_,8.92µm
_03570_,8.92µm
_07724_,8.92µm
_11677_,8.92µm
_15212_,8.92µm
_15760_,8.92µm
_16604_,8.92µm
_21145_,8.92µm
_21158_,8.92µm
u_sq.cnt_mem\[14\]\[14\],8.92µm
u_sq.cnt_mem\[5\]\[14\],8.92µm
_00146_,8.9µm
_00487_,8.9µm
_02731_,8.9µm
_02990_,8.9µm
_04498_,8.9µm
_05908_,8.9µm
_07158_,8.9µm
_08408_,8.9µm
_08429_,8.9µm
_08918_,8.9µm
_10038_,8.9µm
_10517_,8.9µm
_11750_,8.9µm
_14024_,8.9µm
_14050_,8.9µm
_14315_,8.9µm
_14409_,8.9µm
_16544_,8.9µm
_16970_,8.9µm
_18977_,8.9µm
_19375_,8.9µm
_20616_,8.9µm
u_ctrl.u_task_table.abs_deadline_mem\[6\]\[0\],8.9µm
u_ctrl.u_task_table.abs_deadline_mem\[7\]\[6\],8.9µm
u_ctrl.u_task_table.deadline_mem\[0\]\[14\],8.9µm
u_ctrl.u_task_table.deadline_mem\[10\]\[6\],8.9µm
u_ctrl.u_task_table.deadline_mem\[10\]\[9\],8.9µm
u_ctrl.u_task_table.deadline_mem\[11\]\[6\],8.9µm
u_ctrl.u_task_table.deadline_mem\[2\]\[15\],8.9µm
u_ctrl.u_task_table.deadline_mem\[7\]\[12\],8.9µm
u_ctrl.u_task_table.deadline_mem\[7\]\[5\],8.9µm
u_ctrl.u_task_table.period_mem\[6\]\[0\],8.9µm
u_ctrl.u_task_table.remaining_wcet_mem\[11\]\[3\],8.9µm
u_ctrl.u_task_table.remaining_wcet_mem\[14\]\[2\],8.9µm
u_ctrl.u_task_table.remaining_wcet_mem\[1\]\[8\],8.9µm
u_ctrl.u_task_table.wcet_mem\[5\]\[1\],8.9µm
u_scan.scan_reg\[108\],8.9µm
_03270_,8.88µm
_03365_,8.88µm
_06457_,8.88µm
_07596_,8.88µm
_07627_,8.88µm
_09370_,8.88µm
_11565_,8.88µm
_12181_,8.88µm
_12202_,8.88µm
_12988_,8.88µm
_14169_,8.88µm
_14246_,8.88µm
_15001_,8.88µm
_15765_,8.88µm
_16118_,8.88µm
_18743_,8.88µm
_21111_,8.875µm
_02669_,8.86µm
_05011_,8.86µm
_07628_,8.86µm
_09834_,8.86µm
_10081_,8.86µm
_10195_,8.86µm
_11898_,8.86µm
_12247_,8.86µm
_12491_,8.86µm
_12674_,8.86µm
_12874_,8.86µm
_15010_,8.86µm
_15375_,8.86µm
_15796_,8.86µm
_15923_,8.86µm
_15995_,8.86µm
_16337_,8.86µm
_17042_,8.86µm
_19629_,8.86µm
_20123_,8.86µm
u_ctrl.tt_rd_id_tick\[0\],8.86µm
u_ctrl.u_task_table.abs_deadline_mem\[8\]\[7\],8.86µm
u_ctrl.u_task_table.period_mem\[11\]\[15\],8.86µm
u_ctrl.u_task_table.period_mem\[7\]\[8\],8.86µm
u_sq.cnt_mem\[14\]\[15\],8.86µm
_06625_,8.84µm
_16075_,8.84µm
_20302_,8.84µm
u_ctrl.u_task_table.wcet_mem\[11\]\[4\],8.84µm
_00125_,8.82µm
_01564_,8.82µm
_01941_,8.82µm
_05241_,8.82µm
_06183_,8.82µm
_06677_,8.82µm
_08324_,8.82µm
_10047_,8.82µm
_11281_,8.82µm
_13800_,8.82µm
_15782_,8.82µm
_16516_,8.82µm
_21362_,8.82µm
pq_enqueue_r,8.82µm
u_ctrl.u_task_table.period_mem\[13\]\[4\],8.82µm
net1160,8.82µm
u_ctrl.u_task_table.abs_deadline_mem\[3\]\[6\],8.805µm
_03820_,8.8µm
_04577_,8.8µm
_05242_,8.8µm
_06485_,8.8µm
_08248_,8.8µm
_12246_,8.8µm
_16906_,8.8µm
_17126_,8.8µm
_18394_,8.8µm
_21188_,8.8µm
u_ctrl.u_task_table.abs_deadline_mem\[13\]\[9\],8.8µm
u_ctrl.u_task_table.abs_deadline_mem\[14\]\[14\],8.8µm
u_ctrl.u_task_table.abs_deadline_mem\[1\]\[1\],8.8µm
u_ctrl.u_task_table.period_mem\[10\]\[0\],8.8µm
u_ctrl.u_task_table.remaining_wcet_mem\[13\]\[7\],8.8µm
u_sq.cnt_mem\[8\]\[23\],8.8µm
_18432_,8.79µm
_00693_,8.78µm
_03334_,8.78µm
_03891_,8.78µm
_04319_,8.78µm
_04626_,8.78µm
_05073_,8.78µm
_05560_,8.78µm
_06463_,8.78µm
_09144_,8.78µm
_09323_,8.78µm
_09962_,8.78µm
_10306_,8.78µm
_10872_,8.78µm
_11753_,8.78µm
_15226_,8.78µm
_15816_,8.78µm
_16180_,8.78µm
_18636_,8.78µm
_19085_,8.78µm
_19489_,8.78µm
_19507_,8.78µm
_19740_,8.78µm
_20184_,8.78µm
_20369_,8.78µm
u_ctrl.u_task_table.abs_deadline_mem\[1\]\[5\],8.78µm
u_ctrl.u_task_table.abs_deadline_mem\[3\]\[15\],8.78µm
u_ctrl.u_task_table.deadline_mem\[6\]\[10\],8.78µm
u_ctrl.u_task_table.priority_mem\[1\]\[3\],8.78µm
u_ctrl.u_task_table.remaining_wcet_mem\[11\]\[11\],8.78µm
u_ctrl.u_task_table.wcet_mem\[3\]\[8\],8.78µm
u_scan.scan_reg\[144\],8.78µm
u_sq.cnt_mem\[12\]\[30\],8.78µm
u_sq.cnt_mem\[3\]\[1\],8.78µm
u_sq.valid_mem\[15\]\[0\],8.78µm
u_ctrl.u_task_table.period_mem\[7\]\[7\],8.775µm
u_ctrl.u_task_table.wcet_mem\[3\]\[14\],8.775µm
_01851_,8.76µm
_03026_,8.76µm
_07896_,8.76µm
_08113_,8.76µm
_20277_,8.76µm
u_ctrl.u_task_table.deadline_mem\[8\]\[3\],8.76µm
u_ctrl.u_task_table.period_mem\[10\]\[11\],8.76µm
u_ctrl.u_task_table.period_mem\[8\]\[5\],8.76µm
u_ctrl.u_task_table.status_mem\[7\]\[1\],8.76µm
u_ctrl.u_task_table.wcet_mem\[5\]\[8\],8.76µm
u_ctrl.u_task_table.priority_mem\[4\]\[3\],8.755µm
_15913_,8.75µm
_05909_,8.74µm
_08512_,8.74µm
_09209_,8.74µm
_09686_,8.74µm
_09739_,8.74µm
_10869_,8.74µm
_11626_,8.74µm
_11840_,8.74µm
_14557_,8.74µm
_16630_,8.74µm
_17652_,8.74µm
_17830_,8.74µm
_18202_,8.74µm
_19162_,8.74µm
_19696_,8.74µm
_20695_,8.74µm
u_sq.cnt_mem\[13\]\[29\],8.74µm
u_ctrl.u_task_table.abs_deadline_mem\[1\]\[15\],8.735µm
u_ctrl.u_task_table.deadline_mem\[11\]\[8\],8.735µm
_04434_,8.72µm
u_ctrl.u_task_table.period_mem\[7\]\[5\],8.72µm
u_sq.cnt_mem\[11\]\[29\],8.71µm
net1423,8.71µm
_00696_,8.7µm
_04331_,8.7µm
_04432_,8.7µm
_04746_,8.7µm
_09889_,8.7µm
_11323_,8.7µm
_11431_,8.7µm
_11786_,8.7µm
_11797_,8.7µm
_13835_,8.7µm
_16284_,8.7µm
_18137_,8.7µm
_20146_,8.7µm
_20485_,8.7µm
_21065_,8.7µm
u_ctrl.u_task_table.remaining_wcet_mem\[6\]\[5\],8.7µm
u_sq.cnt_mem\[7\]\[5\],8.7µm
_00122_,8.68µm
_00969_,8.68µm
u_ctrl.u_task_table.period_mem\[0\]\[7\],8.68µm
u_ctrl.u_task_table.period_mem\[12\]\[11\],8.68µm
u_ctrl.u_task_table.remaining_wcet_mem\[7\]\[5\],8.68µm
u_ctrl.u_task_table.wcet_mem\[14\]\[8\],8.68µm
_03955_,8.66µm
_04271_,8.66µm
_05503_,8.66µm
_07575_,8.66µm
_09355_,8.66µm
_09492_,8.66µm
_10327_,8.66µm
_10748_,8.66µm
_11255_,8.66µm
_11310_,8.66µm
_11730_,8.66µm
_11860_,8.66µm
_14466_,8.66µm
_14499_,8.66µm
_15714_,8.66µm
_15860_,8.66µm
_16276_,8.66µm
_19306_,8.66µm
_19593_,8.66µm
_20031_,8.66µm
u_sq.cnt_mem\[13\]\[28\],8.66µm
u_sq.cnt_mem\[1\]\[13\],8.66µm
u_sq.cnt_mem\[1\]\[19\],8.66µm
u_sq.cnt_mem\[7\]\[13\],8.66µm
u_ctrl.u_task_table.remaining_wcet_mem\[12\]\[5\],8.655µm
_00702_,8.64µm
_01553_,8.64µm
_01837_,8.64µm
_02105_,8.64µm
_05473_,8.64µm
_14568_,8.64µm
_16583_,8.64µm
_18093_,8.64µm
_19721_,8.64µm
_19930_,8.64µm
u_ctrl.u_task_table.deadline_mem\[12\]\[10\],8.64µm
u_ctrl.u_task_table.deadline_mem\[9\]\[10\],8.64µm
u_ctrl.u_task_table.period_mem\[5\]\[4\],8.64µm
u_ctrl.u_task_table.remaining_wcet_mem\[8\]\[2\],8.64µm
_06519_,8.63µm
_00144_,8.62µm
_03027_,8.62µm
_06556_,8.62µm
_11546_,8.62µm
_15427_,8.62µm
_16066_,8.62µm
_16350_,8.62µm
_16622_,8.62µm
_17803_,8.62µm
_19868_,8.62µm
u_ctrl.u_task_table.deadline_mem\[10\]\[1\],8.62µm
u_sq.cnt_mem\[0\]\[6\],8.615µm
_00162_,8.605µm
_02044_,8.605µm
u_ctrl.u_task_table.period_mem\[1\]\[11\],8.605µm
u_ctrl.u_task_table.wcet_mem\[1\]\[3\],8.605µm
_04286_,8.6µm
_06014_,8.6µm
_07514_,8.6µm
_07583_,8.6µm
u_ctrl.u_task_table.deadline_mem\[10\]\[7\],8.6µm
u_ctrl.u_task_table.deadline_mem\[9\]\[5\],8.6µm
u_ctrl.u_task_table.remaining_wcet_mem\[0\]\[14\],8.6µm
u_ctrl.u_task_table.remaining_wcet_mem\[11\]\[7\],8.6µm
u_scan.scan_reg\[149\],8.6µm
_01327_,8.585µm
u_ctrl.u_task_table.abs_deadline_mem\[12\]\[5\],8.585µm
u_ctrl.u_task_table.abs_deadline_mem\[3\]\[9\],8.585µm
u_ctrl.u_task_table.remaining_wcet_mem\[7\]\[1\],8.585µm
_00413_,8.58µm
_03804_,8.58µm
_04970_,8.58µm
_05725_,8.58µm
_06219_,8.58µm
_08407_,8.58µm
_08551_,8.58µm
_09945_,8.58µm
_10205_,8.58µm
_11327_,8.58µm
_13580_,8.58µm
_14370_,8.58µm
_15412_,8.58µm
_15470_,8.58µm
_16357_,8.58µm
_17188_,8.58µm
_17769_,8.58µm
net878,8.58µm
_00283_,8.56µm
_00289_,8.56µm
_00902_,8.56µm
_03253_,8.56µm
_04293_,8.56µm
_05303_,8.56µm
_05593_,8.56µm
_05969_,8.56µm
_06448_,8.56µm
_06627_,8.56µm
_07384_,8.56µm
_07500_,8.56µm
_09768_,8.56µm
_10600_,8.56µm
_11051_,8.56µm
_11492_,8.56µm
_11917_,8.56µm
_13050_,8.56µm
_13076_,8.56µm
_13232_,8.56µm
_13735_,8.56µm
_13956_,8.56µm
_14025_,8.56µm
_16065_,8.56µm
_17779_,8.56µm
_18256_,8.56µm
_19423_,8.56µm
u_ctrl.u_task_table.abs_deadline_mem\[0\]\[5\],8.56µm
u_ctrl.u_task_table.abs_deadline_mem\[4\]\[2\],8.56µm
u_ctrl.u_task_table.deadline_mem\[9\]\[0\],8.56µm
u_ctrl.u_task_table.period_mem\[6\]\[8\],8.56µm
u_ctrl.u_task_table.wcet_mem\[10\]\[11\],8.56µm
u_scan.scan_reg\[154\],8.56µm
u_sq.cnt_mem\[13\]\[8\],8.56µm
_02275_,8.54µm
_02517_,8.54µm
_06407_,8.54µm
_08883_,8.54µm
_16518_,8.54µm
_19432_,8.54µm
_19536_,8.54µm
_19565_,8.54µm
_20190_,8.54µm
_20547_,8.54µm
_20687_,8.54µm
u_ctrl.u_task_table.wcet_mem\[4\]\[7\],8.54µm
_11155_,8.535µm
net1779,8.53µm
_00905_,8.52µm
_02323_,8.52µm
_03014_,8.52µm
_11075_,8.52µm
_11957_,8.52µm
_13226_,8.52µm
_13473_,8.52µm
_14238_,8.52µm
_15599_,8.52µm
_16757_,8.52µm
_17194_,8.52µm
_17709_,8.52µm
net12,8.52µm
u_ctrl.u_task_table.deadline_mem\[15\]\[5\],8.52µm
u_ctrl.u_task_table.deadline_mem\[5\]\[14\],8.52µm
u_ctrl.u_task_table.period_mem\[8\]\[10\],8.52µm
u_ctrl.u_task_table.abs_deadline_mem\[8\]\[5\],8.515µm
_04004_,8.505µm
_03668_,8.5µm
_07550_,8.5µm
_07592_,8.5µm
_08171_,8.5µm
_11900_,8.5µm
_12189_,8.5µm
_12727_,8.5µm
_17075_,8.5µm
_20192_,8.5µm
_20514_,8.5µm
_00400_,8.48µm
_03146_,8.48µm
_05446_,8.48µm
_05841_,8.48µm
_06081_,8.48µm
_06428_,8.48µm
_07273_,8.48µm
_08193_,8.48µm
_12636_,8.48µm
_13090_,8.48µm
_13913_,8.48µm
_14608_,8.48µm
_15338_,8.48µm
_15626_,8.48µm
_16007_,8.48µm
_17010_,8.48µm
_17039_,8.48µm
_18540_,8.48µm
u_ctrl.u_task_table.abs_deadline_mem\[13\]\[5\],8.48µm
u_ctrl.u_task_table.period_mem\[0\]\[10\],8.48µm
u_ctrl.u_task_table.wcet_mem\[10\]\[15\],8.48µm
u_scan.scan_reg\[213\],8.48µm
u_scan.scan_reg\[46\],8.48µm
u_sq.cnt_mem\[4\]\[25\],8.48µm
u_ctrl.u_task_table.period_mem\[8\]\[11\],8.465µm
_00783_,8.46µm
_04562_,8.46µm
_11105_,8.46µm
_16575_,8.46µm
_17933_,8.46µm
_19588_,8.46µm
_19892_,8.46µm
_19928_,8.46µm
_21114_,8.46µm
_21399_,8.46µm
u_ctrl.u_task_table.period_mem\[0\]\[9\],8.46µm
u_sq.cnt_mem\[15\]\[6\],8.46µm
u_sq.cnt_mem\[7\]\[29\],8.46µm
_12453_,8.455µm
u_ctrl.u_task_table.abs_deadline_mem\[1\]\[7\],8.445µm
_00275_,8.44µm
_00295_,8.44µm
_01449_,8.44µm
_02541_,8.44µm
_02685_,8.44µm
_03077_,8.44µm
_03854_,8.44µm
_04662_,8.44µm
_05201_,8.44µm
_06249_,8.44µm
_07626_,8.44µm
_08123_,8.44µm
_08835_,8.44µm
_09181_,8.44µm
_12477_,8.44µm
_12619_,8.44µm
_12999_,8.44µm
_13112_,8.44µm
_13383_,8.44µm
_13573_,8.44µm
_13686_,8.44µm
_13703_,8.44µm
_13845_,8.44µm
_13970_,8.44µm
_14319_,8.44µm
_16817_,8.44µm
_18022_,8.44µm
_18388_,8.44µm
_21090_,8.44µm
u_ctrl.u_task_table.abs_deadline_mem\[7\]\[5\],8.44µm
u_ctrl.u_task_table.deadline_mem\[0\]\[7\],8.44µm
u_ctrl.u_task_table.deadline_mem\[12\]\[13\],8.44µm
u_ctrl.u_task_table.period_mem\[2\]\[4\],8.44µm
u_ctrl.u_task_table.status_mem\[11\]\[1\],8.44µm
u_ctrl.u_task_table.status_mem\[13\]\[0\],8.44µm
u_ctrl.u_task_table.wcet_mem\[11\]\[2\],8.44µm
u_sq.cnt_mem\[7\]\[18\],8.44µm
u_sq.cnt_mem\[12\]\[29\],8.43µm
u_ctrl.u_task_table.deadline_mem\[9\]\[8\],8.425µm
_05458_,8.42µm
_05564_,8.42µm
_06234_,8.42µm
_06683_,8.42µm
_07272_,8.42µm
_07480_,8.42µm
_07800_,8.42µm
_09192_,8.42µm
_10707_,8.42µm
_11559_,8.42µm
_12187_,8.42µm
_12277_,8.42µm
_13397_,8.42µm
_13497_,8.42µm
_13910_,8.42µm
_14580_,8.42µm
_16584_,8.42µm
_18182_,8.42µm
_19292_,8.42µm
_21113_,8.42µm
_21433_,8.42µm
_02793_,8.415µm
_05094_,8.415µm
u_ctrl.u_task_table.period_mem\[15\]\[12\],8.415µm
_02806_,8.405µm
_02924_,8.4µm
_03797_,8.4µm
_04233_,8.4µm
_04404_,8.4µm
_04895_,8.4µm
_05273_,8.4µm
_05630_,8.4µm
_05770_,8.4µm
_06112_,8.4µm
_07540_,8.4µm
_07567_,8.4µm
_08225_,8.4µm
_10337_,8.4µm
_10632_,8.4µm
_10755_,8.4µm
_10804_,8.4µm
_10902_,8.4µm
_12168_,8.4µm
_12180_,8.4µm
_12185_,8.4µm
_12192_,8.4µm
_12368_,8.4µm
_13550_,8.4µm
_16553_,8.4µm
_16730_,8.4µm
_16763_,8.4µm
_16914_,8.4µm
_17432_,8.4µm
_17877_,8.4µm
_17893_,8.4µm
_18604_,8.4µm
_20390_,8.4µm
_20622_,8.4µm
_21128_,8.4µm
u_sq.cnt_mem\[13\]\[0\],8.4µm
_13916_,8.39µm
_03387_,8.38µm
_11818_,8.38µm
_11919_,8.38µm
_12435_,8.38µm
_15121_,8.38µm
u_scan.scan_reg\[20\],8.38µm
_06726_,8.37µm
_12492_,8.37µm
u_ctrl.u_task_table.period_mem\[11\]\[14\],8.365µm
_03617_,8.36µm
_05224_,8.36µm
_05531_,8.36µm
_07622_,8.36µm
_08511_,8.36µm
_08537_,8.36µm
_09789_,8.36µm
_11247_,8.36µm
_11932_,8.36µm
_12471_,8.36µm
_15311_,8.36µm
_20344_,8.36µm
_20420_,8.36µm
u_ctrl.u_task_table.abs_deadline_mem\[2\]\[8\],8.36µm
u_ctrl.u_task_table.deadline_mem\[9\]\[2\],8.36µm
u_ctrl.u_task_table.wcet_mem\[14\]\[15\],8.36µm
u_sq.cnt_mem\[3\]\[26\],8.36µm
net950,8.36µm
_03306_,8.34µm
_03979_,8.34µm
_06421_,8.34µm
_09176_,8.34µm
_12262_,8.34µm
_20696_,8.34µm
_21315_,8.34µm
u_ctrl.u_task_table.period_mem\[5\]\[9\],8.34µm
u_ctrl.u_task_table.priority_mem\[1\]\[0\],8.34µm
u_ctrl.u_task_table.remaining_wcet_mem\[4\]\[4\],8.34µm
u_ctrl.u_task_table.remaining_wcet_mem\[5\]\[1\],8.34µm
u_sq.cnt_mem\[3\]\[13\],8.34µm
_05305_,8.33µm
_00367_,8.32µm
_00928_,8.32µm
_01086_,8.32µm
_02923_,8.32µm
_03136_,8.32µm
_04124_,8.32µm
_04681_,8.32µm
_04909_,8.32µm
_06353_,8.32µm
_07127_,8.32µm
_07187_,8.32µm
_08529_,8.32µm
_08566_,8.32µm
_08885_,8.32µm
_08939_,8.32µm
_09116_,8.32µm
_10764_,8.32µm
_12004_,8.32µm
_15286_,8.32µm
_15443_,8.32µm
_15886_,8.32µm
_15914_,8.32µm
_18720_,8.32µm
_18756_,8.32µm
_18831_,8.32µm
_18987_,8.32µm
_19893_,8.32µm
u_ctrl.u_task_table.abs_deadline_mem\[10\]\[10\],8.32µm
u_ctrl.u_task_table.deadline_mem\[5\]\[5\],8.32µm
u_ctrl.u_task_table.period_mem\[3\]\[6\],8.32µm
u_sq.cnt_mem\[13\]\[3\],8.32µm
_00962_,8.3µm
_03909_,8.3µm
_05419_,8.3µm
_10774_,8.3µm
_12095_,8.3µm
_13763_,8.3µm
_16461_,8.3µm
_16644_,8.3µm
_19887_,8.3µm
u_ctrl.u_task_table.abs_deadline_mem\[15\]\[5\],8.3µm
u_ctrl.u_task_table.deadline_mem\[4\]\[2\],8.3µm
u_ctrl.u_task_table.remaining_wcet_mem\[2\]\[8\],8.3µm
net1016,8.3µm
u_ctrl.u_task_table.wcet_mem\[13\]\[0\],8.295µm
_03079_,8.28µm
_08472_,8.28µm
_10323_,8.28µm
_10901_,8.28µm
_16716_,8.28µm
_17822_,8.28µm
_17900_,8.28µm
_18215_,8.28µm
_18748_,8.28µm
_19106_,8.28µm
_00476_,8.27µm
_00569_,8.26µm
_00854_,8.26µm
_01908_,8.26µm
_01958_,8.26µm
_19739_,8.26µm
u_ctrl.u_task_table.status_mem\[13\]\[2\],8.26µm
_02812_,8.245µm
_01115_,8.24µm
_03556_,8.24µm
_06142_,8.24µm
_06931_,8.24µm
_07222_,8.24µm
_08417_,8.24µm
_11973_,8.24µm
_14797_,8.24µm
_15979_,8.24µm
_17966_,8.24µm
_20030_,8.24µm
_20418_,8.24µm
_20974_,8.24µm
u_ctrl.u_task_table.abs_deadline_mem\[11\]\[2\],8.24µm
u_ctrl.u_task_table.abs_deadline_mem\[3\]\[7\],8.24µm
u_ctrl.u_task_table.period_mem\[11\]\[9\],8.24µm
u_ctrl.u_task_table.remaining_wcet_mem\[0\]\[2\],8.24µm
u_spi.tx_shift\[26\],8.225µm
_00397_,8.22µm
_00863_,8.22µm
_05863_,8.22µm
_11838_,8.22µm
_12028_,8.22µm
_12540_,8.22µm
_20635_,8.22µm
u_ctrl.u_task_table.period_mem\[15\]\[0\],8.22µm
u_ctrl.u_task_table.remaining_wcet_mem\[10\]\[6\],8.22µm
u_ctrl.u_task_table.wcet_mem\[0\]\[15\],8.22µm
u_ctrl.u_task_table.wcet_mem\[8\]\[8\],8.22µm
_04738_,8.21µm
u_ctrl.u_task_table.abs_deadline_mem\[1\]\[12\],8.21µm
u_ctrl.u_task_table.status_mem\[1\]\[1\],8.21µm
_03408_,8.2µm
_04068_,8.2µm
_04639_,8.2µm
_04799_,8.2µm
_07100_,8.2µm
_11019_,8.2µm
_11194_,8.2µm
_11389_,8.2µm
_15014_,8.2µm
_15691_,8.2µm
_16151_,8.2µm
_16399_,8.2µm
_16590_,8.2µm
_18100_,8.2µm
_18405_,8.2µm
_18501_,8.2µm
_18515_,8.2µm
_19023_,8.2µm
_19558_,8.2µm
_21393_,8.2µm
u_ctrl.u_task_table.remaining_wcet_mem\[3\]\[15\],8.2µm
u_ctrl.u_task_table.period_mem\[14\]\[0\],8.195µm
u_ctrl.u_task_table.period_mem\[8\]\[13\],8.195µm
_00232_,8.18µm
_00411_,8.18µm
_02057_,8.18µm
_11092_,8.18µm
_15128_,8.18µm
_15500_,8.18µm
u_ctrl.u_task_table.deadline_mem\[7\]\[15\],8.18µm
u_ctrl.u_task_table.remaining_wcet_mem\[10\]\[3\],8.18µm
_10296_,8.175µm
_19248_,8.175µm
_03013_,8.17µm
u_ctrl.u_task_table.wcet_mem\[15\]\[12\],8.165µm
_03099_,8.16µm
_03590_,8.16µm
_03664_,8.16µm
_03982_,8.16µm
_05621_,8.16µm
_05655_,8.16µm
_06760_,8.16µm
_07680_,8.16µm
_07760_,8.16µm
_08818_,8.16µm
_08839_,8.16µm
_10768_,8.16µm
_14521_,8.16µm
_14524_,8.16µm
_14753_,8.16µm
_17726_,8.16µm
_18320_,8.16µm
_19340_,8.16µm
_20574_,8.16µm
u_ctrl.u_task_table.abs_deadline_mem\[9\]\[4\],8.16µm
u_scan.scan_reg\[173\],8.16µm
_02810_,8.145µm
u_ctrl.u_task_table.deadline_mem\[2\]\[1\],8.145µm
u_ctrl.u_task_table.remaining_wcet_mem\[15\]\[12\],8.145µm
_00580_,8.14µm
_01447_,8.14µm
_02619_,8.14µm
_02929_,8.14µm
_04254_,8.14µm
_05642_,8.14µm
_07351_,8.14µm
_11099_,8.14µm
_12686_,8.14µm
_13203_,8.14µm
_14213_,8.14µm
u_ctrl.u_task_table.period_mem\[4\]\[13\],8.14µm
u_ctrl.u_task_table.remaining_wcet_mem\[6\]\[13\],8.14µm
net1948,8.14µm
_12513_,8.125µm
u_ctrl.u_task_table.deadline_mem\[3\]\[12\],8.125µm
_02349_,8.12µm
_02668_,8.12µm
_02863_,8.12µm
_03211_,8.12µm
_03388_,8.12µm
_03971_,8.12µm
_05441_,8.12µm
_08247_,8.12µm
_08655_,8.12µm
_11117_,8.12µm
_11848_,8.12µm
_12026_,8.12µm
_15969_,8.12µm
_16134_,8.12µm
_18651_,8.12µm
_19034_,8.12µm
_19066_,8.12µm
_19147_,8.12µm
_20442_,8.12µm
_20805_,8.12µm
_20854_,8.12µm
_21206_,8.12µm
u_sq.cnt_mem\[10\]\[18\],8.12µm
u_sq.cnt_mem\[7\]\[9\],8.12µm
u_sq.cnt_mem\[8\]\[27\],8.12µm
_00320_,8.1µm
_00370_,8.1µm
_00697_,8.1µm
_00827_,8.1µm
_00900_,8.1µm
_01343_,8.1µm
_01909_,8.1µm
_02576_,8.1µm
_03327_,8.1µm
_03749_,8.1µm
_05147_,8.1µm
_05724_,8.1µm
_05928_,8.1µm
_06613_,8.1µm
_08049_,8.1µm
_08545_,8.1µm
_08897_,8.1µm
_10836_,8.1µm
_12141_,8.1µm
_12266_,8.1µm
_12752_,8.1µm
_13366_,8.1µm
_13545_,8.1µm
_13561_,8.1µm
_13604_,8.1µm
_13743_,8.1µm
_13862_,8.1µm
_14113_,8.1µm
_14164_,8.1µm
_14407_,8.1µm
_14917_,8.1µm
_14933_,8.1µm
_15004_,8.1µm
_16367_,8.1µm
_16734_,8.1µm
_16899_,8.1µm
_20377_,8.1µm
_20413_,8.1µm
_21253_,8.1µm
u_ctrl.u_task_table.deadline_mem\[11\]\[11\],8.1µm
u_ctrl.u_task_table.deadline_mem\[1\]\[12\],8.1µm
